"YEARMONTHWEEK","DIST","mobility"
"2019-10-01","Yeongdeungpo.gu",568335
"2019-10-02","Yeongdeungpo.gu",537515
"2019-10-03","Yeongdeungpo.gu",583303
"2019-10-04","Yeongdeungpo.gu",585316
"2019-10-05","Yeongdeungpo.gu",584229
"2019-11-01","Yeongdeungpo.gu",568960
"2019-11-02","Yeongdeungpo.gu",560013
"2019-11-03","Yeongdeungpo.gu",561310
"2019-11-04","Yeongdeungpo.gu",572428
"2019-12-01","Yeongdeungpo.gu",571341
"2019-12-02","Yeongdeungpo.gu",581382
"2019-12-03","Yeongdeungpo.gu",593590
"2019-12-04","Yeongdeungpo.gu",564689
"2020-01-01","Yeongdeungpo.gu",516583
"2020-01-02","Yeongdeungpo.gu",551877
"2020-01-03","Yeongdeungpo.gu",556905
"2020-01-04","Yeongdeungpo.gu",479992
"2020-01-05","Yeongdeungpo.gu",477979
"2020-02-01","Yeongdeungpo.gu",498283
"2020-02-02","Yeongdeungpo.gu",514613
"2020-02-03","Yeongdeungpo.gu",495921
"2020-02-04","Yeongdeungpo.gu",424276
"2020-03-01","Yeongdeungpo.gu",409835
"2020-03-02","Yeongdeungpo.gu",423732
"2020-03-03","Yeongdeungpo.gu",441157
"2020-03-04","Yeongdeungpo.gu",459569
"2020-04-01","Yeongdeungpo.gu",452810
"2020-04-02","Yeongdeungpo.gu",449944
"2020-04-03","Yeongdeungpo.gu",436725
"2020-04-04","Yeongdeungpo.gu",478997
"2020-04-05","Yeongdeungpo.gu",449806
"2020-05-01","Yeongdeungpo.gu",476068
"2020-05-02","Yeongdeungpo.gu",499814
"2020-05-03","Yeongdeungpo.gu",504389
"2020-05-04","Yeongdeungpo.gu",508828
"2020-06-01","Yeongdeungpo.gu",497745
"2020-06-02","Yeongdeungpo.gu",502436
"2020-06-03","Yeongdeungpo.gu",514640
"2020-06-04","Yeongdeungpo.gu",509993
"2020-07-01","Yeongdeungpo.gu",516332
"2020-07-02","Yeongdeungpo.gu",511688
"2020-07-03","Yeongdeungpo.gu",518422
"2020-07-04","Yeongdeungpo.gu",515738
"2020-07-05","Yeongdeungpo.gu",499679
"2020-08-01","Yeongdeungpo.gu",479483
"2020-08-02","Yeongdeungpo.gu",492409
"2020-08-03","Yeongdeungpo.gu",422336
"2020-08-04","Yeongdeungpo.gu",418880
"2020-09-01","Yeongdeungpo.gu",414032
"2020-09-02","Yeongdeungpo.gu",416721
"2020-09-03","Yeongdeungpo.gu",467024
"2020-09-04","Yeongdeungpo.gu",484800
"2020-10-01","Yeongdeungpo.gu",369240
"2020-10-02","Yeongdeungpo.gu",466748
"2020-10-03","Yeongdeungpo.gu",510852
"2020-10-04","Yeongdeungpo.gu",514799
"2020-10-05","Yeongdeungpo.gu",519383
"2020-11-01","Yeongdeungpo.gu",514985
"2020-11-02","Yeongdeungpo.gu",521549
"2020-11-03","Yeongdeungpo.gu",490925
"2020-11-04","Yeongdeungpo.gu",450725
"2020-12-01","Yeongdeungpo.gu",443210
"2020-12-02","Yeongdeungpo.gu",414525
"2020-12-03","Yeongdeungpo.gu",399611
"2020-12-04","Yeongdeungpo.gu",375630
"2020-12-05","Yeongdeungpo.gu",357780
"2021-01-01","Yeongdeungpo.gu",395473
"2021-01-02","Yeongdeungpo.gu",424972
"2021-01-03","Yeongdeungpo.gu",447274
"2021-01-04","Yeongdeungpo.gu",457822
"2021-02-01","Yeongdeungpo.gu",465304
"2021-02-02","Yeongdeungpo.gu",386335
"2021-02-03","Yeongdeungpo.gu",480133
"2021-02-04","Yeongdeungpo.gu",531334
"2021-03-01","Yeongdeungpo.gu",493126
"2021-03-02","Yeongdeungpo.gu",536271
"2021-03-03","Yeongdeungpo.gu",525123
"2021-03-04","Yeongdeungpo.gu",526182
"2021-04-01","Yeongdeungpo.gu",540627
"2021-04-02","Yeongdeungpo.gu",527856
"2021-04-03","Yeongdeungpo.gu",506401
"2021-04-04","Yeongdeungpo.gu",515722
"2021-04-05","Yeongdeungpo.gu",523142
"2021-05-01","Yeongdeungpo.gu",501996
"2021-05-02","Yeongdeungpo.gu",512831
"2021-05-03","Yeongdeungpo.gu",502114
"2021-05-04","Yeongdeungpo.gu",515017
"2021-06-01","Yeongdeungpo.gu",517440
"2021-06-02","Yeongdeungpo.gu",512869
"2021-06-03","Yeongdeungpo.gu",525851
"2021-06-04","Yeongdeungpo.gu",538295
"2021-07-01","Yeongdeungpo.gu",525274
"2021-07-02","Yeongdeungpo.gu",485609
"2021-07-03","Yeongdeungpo.gu",428170
"2021-07-04","Yeongdeungpo.gu",436269
"2021-07-05","Yeongdeungpo.gu",441712
"2021-08-01","Yeongdeungpo.gu",437902
"2021-08-02","Yeongdeungpo.gu",456645
"2021-08-03","Yeongdeungpo.gu",433849
"2021-08-04","Yeongdeungpo.gu",468427
"2021-09-01","Yeongdeungpo.gu",483442
"2021-09-02","Yeongdeungpo.gu",487505
"2021-09-03","Yeongdeungpo.gu",497218
"2021-09-04","Yeongdeungpo.gu",393850
"2021-09-05","Yeongdeungpo.gu",496316
"2021-10-01","Yeongdeungpo.gu",466391
"2021-10-02","Yeongdeungpo.gu",479498
"2021-10-03","Yeongdeungpo.gu",501663
"2021-10-04","Yeongdeungpo.gu",516613
"2021-11-01","Yeongdeungpo.gu",530735
"2021-11-02","Yeongdeungpo.gu",522779
"2021-11-03","Yeongdeungpo.gu",533134
"2021-11-04","Yeongdeungpo.gu",526501
"2021-12-01","Yeongdeungpo.gu",514238
"2021-12-02","Yeongdeungpo.gu",440815
"2021-12-03","Yeongdeungpo.gu",424060
"2021-12-04","Yeongdeungpo.gu",498143
"2021-12-05","Yeongdeungpo.gu",483811
"2022-01-01","Yeongdeungpo.gu",507816
"2022-01-02","Yeongdeungpo.gu",514450
"2022-01-03","Yeongdeungpo.gu",513588
"2022-01-04","Yeongdeungpo.gu",502203
"2022-02-01","Yeongdeungpo.gu",368880
"2022-02-02","Yeongdeungpo.gu",489261
"2022-02-03","Yeongdeungpo.gu",479538
"2022-02-04","Yeongdeungpo.gu",479026
"2022-03-01","Yeongdeungpo.gu",457930
"2022-03-02","Yeongdeungpo.gu",448373
"2022-03-03","Yeongdeungpo.gu",462446
"2022-03-04","Yeongdeungpo.gu",479102
"2022-03-05","Yeongdeungpo.gu",511937
"2022-04-01","Yeongdeungpo.gu",596792
"2022-04-02","Yeongdeungpo.gu",546424
"2022-04-03","Yeongdeungpo.gu",539899
"2022-04-04","Yeongdeungpo.gu",563388
"2022-05-01","Yeongdeungpo.gu",555886
"2022-05-02","Yeongdeungpo.gu",579136
"2022-05-03","Yeongdeungpo.gu",569902
"2022-05-04","Yeongdeungpo.gu",566340
"2022-06-01","Yeongdeungpo.gu",541705
"2022-06-02","Yeongdeungpo.gu",528141
"2022-06-03","Yeongdeungpo.gu",553807
"2022-06-04","Yeongdeungpo.gu",558827
"2022-06-05","Yeongdeungpo.gu",555460
"2022-07-01","Yeongdeungpo.gu",567008
"2022-07-02","Yeongdeungpo.gu",537040
"2022-07-03","Yeongdeungpo.gu",542608
"2022-07-04","Yeongdeungpo.gu",553426
"2022-08-01","Yeongdeungpo.gu",544074
"2022-08-02","Yeongdeungpo.gu",515496
"2022-08-03","Yeongdeungpo.gu",526466
"2022-08-04","Yeongdeungpo.gu",565274
"2022-09-01","Yeongdeungpo.gu",564019
"2022-09-02","Yeongdeungpo.gu",488555
"2022-09-03","Yeongdeungpo.gu",532431
"2022-09-04","Yeongdeungpo.gu",575234
"2022-09-05","Yeongdeungpo.gu",579931
"2022-10-01","Yeongdeungpo.gu",578726
"2022-10-02","Yeongdeungpo.gu",561128
"2022-10-03","Yeongdeungpo.gu",575656
"2022-10-04","Yeongdeungpo.gu",575500
"2022-11-01","Yeongdeungpo.gu",594485
"2022-11-02","Yeongdeungpo.gu",600819
"2022-11-03","Yeongdeungpo.gu",611137
"2022-11-04","Yeongdeungpo.gu",601122
"2022-12-01","Yeongdeungpo.gu",594501
"2022-12-02","Yeongdeungpo.gu",601727
"2022-12-03","Yeongdeungpo.gu",564019
"2022-12-04","Yeongdeungpo.gu",573001
"2022-12-05","Yeongdeungpo.gu",539402
"2023-01-01","Yeongdeungpo.gu",536651
"2023-01-02","Yeongdeungpo.gu",551380
"2023-01-03","Yeongdeungpo.gu",504997
"2023-01-04","Yeongdeungpo.gu",455209
"2023-02-01","Yeongdeungpo.gu",542644
"2023-02-02","Yeongdeungpo.gu",542768
"2023-02-03","Yeongdeungpo.gu",544593
"2023-02-04","Yeongdeungpo.gu",549229
"2023-03-01","Yeongdeungpo.gu",526805
"2023-03-02","Yeongdeungpo.gu",540175
"2023-03-03","Yeongdeungpo.gu",542428
"2023-03-04","Yeongdeungpo.gu",556150
"2023-03-05","Yeongdeungpo.gu",617606
"2023-04-01","Yeongdeungpo.gu",557401
"2023-04-02","Yeongdeungpo.gu",547828
"2023-04-03","Yeongdeungpo.gu",542876
"2023-04-04","Yeongdeungpo.gu",555414
"2023-05-01","Yeongdeungpo.gu",500967
"2023-05-02","Yeongdeungpo.gu",571337
"2023-05-03","Yeongdeungpo.gu",568283
"2023-05-04","Yeongdeungpo.gu",538255
"2023-06-01","Yeongdeungpo.gu",534933
"2023-06-02","Yeongdeungpo.gu",530903
"2023-06-03","Yeongdeungpo.gu",574356
"2023-06-04","Yeongdeungpo.gu",565486
"2023-06-05","Yeongdeungpo.gu",566703
"2023-07-01","Yeongdeungpo.gu",572348
"2023-07-02","Yeongdeungpo.gu",547016
"2023-07-03","Yeongdeungpo.gu",557571
"2023-07-04","Yeongdeungpo.gu",576437
"2023-08-01","Yeongdeungpo.gu",568987
"2019-01-01","Yongsan.gu",321786
"2019-01-02","Yongsan.gu",342094
"2019-01-03","Yongsan.gu",335805
"2019-01-04","Yongsan.gu",335889
"2019-01-05","Yongsan.gu",322622
"2019-02-01","Yongsan.gu",266177
"2019-02-02","Yongsan.gu",338913
"2019-02-03","Yongsan.gu",343882
"2019-02-04","Yongsan.gu",332904
"2019-03-01","Yongsan.gu",336162
"2019-03-02","Yongsan.gu",334742
"2019-03-03","Yongsan.gu",336882
"2019-03-04","Yongsan.gu",331499
"2019-04-01","Yongsan.gu",343174
"2019-04-02","Yongsan.gu",343663
"2019-04-03","Yongsan.gu",347198
"2019-04-04","Yongsan.gu",351617
"2019-05-01","Yongsan.gu",357412
"2019-05-02","Yongsan.gu",360573
"2019-05-03","Yongsan.gu",362143
"2019-05-04","Yongsan.gu",361342
"2019-05-05","Yongsan.gu",355064
"2019-06-01","Yongsan.gu",342322
"2019-06-02","Yongsan.gu",337977
"2019-06-03","Yongsan.gu",348551
"2019-06-04","Yongsan.gu",352744
"2019-07-01","Yongsan.gu",347965
"2019-07-02","Yongsan.gu",349610
"2019-07-03","Yongsan.gu",343363
"2019-07-04","Yongsan.gu",334708
"2019-08-01","Yongsan.gu",350926
"2019-08-02","Yongsan.gu",338068
"2019-08-03","Yongsan.gu",328512
"2019-08-04","Yongsan.gu",315888
"2019-08-05","Yongsan.gu",344414
"2019-09-01","Yongsan.gu",340634
"2019-09-02","Yongsan.gu",277032
"2019-09-03","Yongsan.gu",352577
"2019-09-04","Yongsan.gu",336355
"2019-10-01","Yongsan.gu",354341
"2019-10-02","Yongsan.gu",345195
"2019-10-03","Yongsan.gu",351816
"2019-10-04","Yongsan.gu",367063
"2019-10-05","Yongsan.gu",369816
"2019-11-01","Yongsan.gu",344256
"2019-11-02","Yongsan.gu",340318
"2019-11-03","Yongsan.gu",344376
"2019-11-04","Yongsan.gu",351733
"2019-12-01","Yongsan.gu",342430
"2019-12-02","Yongsan.gu",354587
"2019-12-03","Yongsan.gu",362958
"2019-12-04","Yongsan.gu",370633
"2020-01-01","Yongsan.gu",327131
"2020-01-02","Yongsan.gu",328220
"2020-01-03","Yongsan.gu",332762
"2020-01-04","Yongsan.gu",291668
"2020-01-05","Yongsan.gu",284172
"2020-02-01","Yongsan.gu",282693
"2020-02-02","Yongsan.gu",291282
"2020-02-03","Yongsan.gu",276231
"2020-02-04","Yongsan.gu",223809
"2020-03-01","Yongsan.gu",222569
"2020-03-02","Yongsan.gu",234557
"2020-03-03","Yongsan.gu",237150
"2020-03-04","Yongsan.gu",238784
"2020-04-01","Yongsan.gu",238521
"2020-04-02","Yongsan.gu",242059
"2020-04-03","Yongsan.gu",240483
"2020-04-04","Yongsan.gu",262635
"2020-04-05","Yongsan.gu",266934
"2020-05-01","Yongsan.gu",254415
"2020-05-02","Yongsan.gu",240358
"2020-05-03","Yongsan.gu",248495
"2020-05-04","Yongsan.gu",258653
"2020-06-01","Yongsan.gu",257054
"2020-06-02","Yongsan.gu",262416
"2020-06-03","Yongsan.gu",269782
"2020-06-04","Yongsan.gu",271996
"2020-07-01","Yongsan.gu",276754
"2020-07-02","Yongsan.gu",271246
"2020-07-03","Yongsan.gu",279534
"2020-07-04","Yongsan.gu",282251
"2020-07-05","Yongsan.gu",283152
"2020-08-01","Yongsan.gu",281701
"2020-08-02","Yongsan.gu",286068
"2020-08-03","Yongsan.gu",229215
"2020-08-04","Yongsan.gu",212921
"2020-09-01","Yongsan.gu",210014
"2020-09-02","Yongsan.gu",218970
"2020-09-03","Yongsan.gu",249832
"2020-09-04","Yongsan.gu",267599
"2020-10-01","Yongsan.gu",219907
"2020-10-02","Yongsan.gu",267981
"2020-10-03","Yongsan.gu",283431
"2020-10-04","Yongsan.gu",289141
"2020-10-05","Yongsan.gu",291851
"2020-11-01","Yongsan.gu",288219
"2020-11-02","Yongsan.gu",292280
"2020-11-03","Yongsan.gu",270748
"2020-11-04","Yongsan.gu",233870
"2020-12-01","Yongsan.gu",223011
"2020-12-02","Yongsan.gu",210188
"2020-12-03","Yongsan.gu",201173
"2020-12-04","Yongsan.gu",195132
"2020-12-05","Yongsan.gu",181654
"2021-01-01","Yongsan.gu",194639
"2021-01-02","Yongsan.gu",208265
"2021-01-03","Yongsan.gu",225973
"2021-01-04","Yongsan.gu",234323
"2021-02-01","Yongsan.gu",242825
"2021-02-02","Yongsan.gu",213983
"2021-02-03","Yongsan.gu",253012
"2021-02-04","Yongsan.gu",271548
"2021-03-01","Yongsan.gu",256766
"2021-03-02","Yongsan.gu",275537
"2021-03-03","Yongsan.gu",277605
"2021-03-04","Yongsan.gu",277319
"2021-04-01","Yongsan.gu",275174
"2021-04-02","Yongsan.gu",278708
"2021-04-03","Yongsan.gu",266120
"2021-04-04","Yongsan.gu",277433
"2021-04-05","Yongsan.gu",274937
"2021-05-01","Yongsan.gu",267240
"2021-05-02","Yongsan.gu",269595
"2021-05-03","Yongsan.gu",278165
"2021-05-04","Yongsan.gu",276828
"2021-06-01","Yongsan.gu",277287
"2021-06-02","Yongsan.gu",275504
"2021-06-03","Yongsan.gu",283011
"2021-06-04","Yongsan.gu",293128
"2021-07-01","Yongsan.gu",281181
"2021-07-02","Yongsan.gu",262224
"2021-07-03","Yongsan.gu",229754
"2021-07-04","Yongsan.gu",229464
"2021-07-05","Yongsan.gu",234951
"2021-08-01","Yongsan.gu",242839
"2021-08-02","Yongsan.gu",252568
"2021-08-03","Yongsan.gu",243676
"2021-08-04","Yongsan.gu",253611
"2021-09-01","Yongsan.gu",260668
"2021-09-02","Yongsan.gu",264194
"2021-09-03","Yongsan.gu",271232
"2021-09-04","Yongsan.gu",236763
"2021-09-05","Yongsan.gu",268619
"2021-10-01","Yongsan.gu",256983
"2021-10-02","Yongsan.gu",270622
"2021-10-03","Yongsan.gu",279519
"2021-10-04","Yongsan.gu",300690
"2021-11-01","Yongsan.gu",305203
"2021-11-02","Yongsan.gu",296755
"2021-11-03","Yongsan.gu",304343
"2021-11-04","Yongsan.gu",298717
"2021-12-01","Yongsan.gu",289704
"2021-12-02","Yongsan.gu",285563
"2021-12-03","Yongsan.gu",284635
"2021-12-04","Yongsan.gu",281513
"2021-12-05","Yongsan.gu",271505
"2022-01-01","Yongsan.gu",274440
"2022-01-02","Yongsan.gu",280010
"2022-01-03","Yongsan.gu",282213
"2022-01-04","Yongsan.gu",269008
"2022-02-01","Yongsan.gu",215849
"2022-02-02","Yongsan.gu",262815
"2022-02-03","Yongsan.gu",257533
"2022-02-04","Yongsan.gu",258224
"2022-03-01","Yongsan.gu",252698
"2022-03-02","Yongsan.gu",250036
"2022-03-03","Yongsan.gu",254423
"2022-03-04","Yongsan.gu",265544
"2022-03-05","Yongsan.gu",278742
"2022-04-01","Yongsan.gu",288824
"2022-04-02","Yongsan.gu",295775
"2022-04-03","Yongsan.gu",310294
"2022-04-04","Yongsan.gu",323912
"2022-05-01","Yongsan.gu",340119
"2022-05-02","Yongsan.gu",350123
"2022-05-03","Yongsan.gu",349594
"2022-05-04","Yongsan.gu",343611
"2022-06-01","Yongsan.gu",342254
"2022-06-02","Yongsan.gu",325581
"2022-06-03","Yongsan.gu",337097
"2022-06-04","Yongsan.gu",341847
"2022-06-05","Yongsan.gu",335365
"2022-07-01","Yongsan.gu",331649
"2022-07-02","Yongsan.gu",316588
"2022-07-03","Yongsan.gu",325879
"2022-07-04","Yongsan.gu",336227
"2022-08-01","Yongsan.gu",335220
"2022-08-02","Yongsan.gu",321358
"2022-08-03","Yongsan.gu",324820
"2022-08-04","Yongsan.gu",337419
"2022-09-01","Yongsan.gu",328966
"2022-09-02","Yongsan.gu",295891
"2022-09-03","Yongsan.gu",323508
"2022-09-04","Yongsan.gu",344718
"2022-09-05","Yongsan.gu",324121
"2022-10-01","Yongsan.gu",304307
"2022-10-02","Yongsan.gu",315766
"2022-10-03","Yongsan.gu",298038
"2022-10-04","Yongsan.gu",316782
"2022-11-01","Yongsan.gu",287090
"2022-11-02","Yongsan.gu",287577
"2022-11-03","Yongsan.gu",289554
"2022-11-04","Yongsan.gu",285876
"2022-12-01","Yongsan.gu",275495
"2022-12-02","Yongsan.gu",299149
"2022-12-03","Yongsan.gu",313749
"2022-12-04","Yongsan.gu",317422
"2022-12-05","Yongsan.gu",310651
"2023-01-01","Yongsan.gu",299432
"2023-01-02","Yongsan.gu",313171
"2023-01-03","Yongsan.gu",288426
"2023-01-04","Yongsan.gu",274111
"2023-02-01","Yongsan.gu",317974
"2023-02-02","Yongsan.gu",321304
"2023-02-03","Yongsan.gu",329116
"2023-02-04","Yongsan.gu",329136
"2023-03-01","Yongsan.gu",322399
"2023-03-02","Yongsan.gu",319463
"2023-03-03","Yongsan.gu",324426
"2023-03-04","Yongsan.gu",325715
"2023-03-05","Yongsan.gu",327545
"2023-04-01","Yongsan.gu",316876
"2023-04-02","Yongsan.gu",319032
"2023-04-03","Yongsan.gu",324150
"2023-04-04","Yongsan.gu",332291
"2023-05-01","Yongsan.gu",318863
"2023-05-02","Yongsan.gu",347409
"2023-05-03","Yongsan.gu",346886
"2023-05-04","Yongsan.gu",327008
"2023-06-01","Yongsan.gu",334923
"2023-06-02","Yongsan.gu",329494
"2023-06-03","Yongsan.gu",343959
"2023-06-04","Yongsan.gu",344979
"2023-06-05","Yongsan.gu",341155
"2023-07-01","Yongsan.gu",345854
"2023-07-02","Yongsan.gu",332445
"2023-07-03","Yongsan.gu",337408
"2023-07-04","Yongsan.gu",355374
"2023-08-01","Yongsan.gu",347507
"2019-01-01","Eunpyeong.gu",165275
"2019-01-02","Eunpyeong.gu",160945
"2019-01-03","Eunpyeong.gu",160005
"2019-01-04","Eunpyeong.gu",162006
"2019-01-05","Eunpyeong.gu",169139
"2019-02-01","Eunpyeong.gu",191602
"2019-02-02","Eunpyeong.gu",169846
"2019-02-03","Eunpyeong.gu",166842
"2019-02-04","Eunpyeong.gu",167930
"2019-03-01","Eunpyeong.gu",165991
"2019-03-02","Eunpyeong.gu",165915
"2019-03-03","Eunpyeong.gu",164729
"2019-03-04","Eunpyeong.gu",167099
"2019-04-01","Eunpyeong.gu",167842
"2019-04-02","Eunpyeong.gu",164225
"2019-04-03","Eunpyeong.gu",166347
"2019-04-04","Eunpyeong.gu",169593
"2019-05-01","Eunpyeong.gu",178975
"2019-05-02","Eunpyeong.gu",179082
"2019-05-03","Eunpyeong.gu",170360
"2019-05-04","Eunpyeong.gu",173198
"2019-05-05","Eunpyeong.gu",172377
"2019-06-01","Eunpyeong.gu",170730
"2019-06-02","Eunpyeong.gu",164706
"2019-06-03","Eunpyeong.gu",168937
"2019-06-04","Eunpyeong.gu",172550
"2019-07-01","Eunpyeong.gu",171957
"2019-07-02","Eunpyeong.gu",170056
"2019-07-03","Eunpyeong.gu",170546
"2019-07-04","Eunpyeong.gu",165157
"2019-08-01","Eunpyeong.gu",170955
"2019-08-02","Eunpyeong.gu",162578
"2019-08-03","Eunpyeong.gu",158340
"2019-08-04","Eunpyeong.gu",155796
"2019-08-05","Eunpyeong.gu",168265
"2019-09-01","Eunpyeong.gu",165772
"2019-09-02","Eunpyeong.gu",201589
"2019-09-03","Eunpyeong.gu",170052
"2019-09-04","Eunpyeong.gu",161176
"2019-10-01","Eunpyeong.gu",166198
"2019-10-02","Eunpyeong.gu",160537
"2019-10-03","Eunpyeong.gu",169725
"2019-10-04","Eunpyeong.gu",171379
"2019-10-05","Eunpyeong.gu",174969
"2019-11-01","Eunpyeong.gu",171667
"2019-11-02","Eunpyeong.gu",166262
"2019-11-03","Eunpyeong.gu",168787
"2019-11-04","Eunpyeong.gu",171706
"2019-12-01","Eunpyeong.gu",166582
"2019-12-02","Eunpyeong.gu",168459
"2019-12-03","Eunpyeong.gu",171341
"2019-12-04","Eunpyeong.gu",178986
"2020-01-01","Eunpyeong.gu",190618
"2020-01-02","Eunpyeong.gu",184495
"2020-01-03","Eunpyeong.gu",187008
"2020-01-04","Eunpyeong.gu",212883
"2020-01-05","Eunpyeong.gu",173870
"2020-02-01","Eunpyeong.gu",153095
"2020-02-02","Eunpyeong.gu",155120
"2020-02-03","Eunpyeong.gu",144573
"2020-02-04","Eunpyeong.gu",122034
"2020-03-01","Eunpyeong.gu",121868
"2020-03-02","Eunpyeong.gu",126072
"2020-03-03","Eunpyeong.gu",131036
"2020-03-04","Eunpyeong.gu",136114
"2020-04-01","Eunpyeong.gu",138155
"2020-04-02","Eunpyeong.gu",140579
"2020-04-03","Eunpyeong.gu",145255
"2020-04-04","Eunpyeong.gu",148566
"2020-04-05","Eunpyeong.gu",158486
"2020-05-01","Eunpyeong.gu",158459
"2020-05-02","Eunpyeong.gu",153054
"2020-05-03","Eunpyeong.gu",155618
"2020-05-04","Eunpyeong.gu",158669
"2020-06-01","Eunpyeong.gu",154236
"2020-06-02","Eunpyeong.gu",155341
"2020-06-03","Eunpyeong.gu",158094
"2020-06-04","Eunpyeong.gu",158858
"2020-07-01","Eunpyeong.gu",160346
"2020-07-02","Eunpyeong.gu",157628
"2020-07-03","Eunpyeong.gu",159076
"2020-07-04","Eunpyeong.gu",161411
"2020-07-05","Eunpyeong.gu",156480
"2020-08-01","Eunpyeong.gu",147758
"2020-08-02","Eunpyeong.gu",151766
"2020-08-03","Eunpyeong.gu",138915
"2020-08-04","Eunpyeong.gu",130155
"2020-09-01","Eunpyeong.gu",124206
"2020-09-02","Eunpyeong.gu",127319
"2020-09-03","Eunpyeong.gu",141726
"2020-09-04","Eunpyeong.gu",148384
"2020-10-01","Eunpyeong.gu",172275
"2020-10-02","Eunpyeong.gu",148155
"2020-10-03","Eunpyeong.gu",154937
"2020-10-04","Eunpyeong.gu",156238
"2020-10-05","Eunpyeong.gu",157293
"2020-11-01","Eunpyeong.gu",153116
"2020-11-02","Eunpyeong.gu",155189
"2020-11-03","Eunpyeong.gu",147726
"2020-11-04","Eunpyeong.gu",139163
"2020-12-01","Eunpyeong.gu",131451
"2020-12-02","Eunpyeong.gu",124670
"2020-12-03","Eunpyeong.gu",120621
"2020-12-04","Eunpyeong.gu",123670
"2020-12-05","Eunpyeong.gu",123508
"2021-01-01","Eunpyeong.gu",113955
"2021-01-02","Eunpyeong.gu",125892
"2021-01-03","Eunpyeong.gu",131678
"2021-01-04","Eunpyeong.gu",135069
"2021-02-01","Eunpyeong.gu",135196
"2021-02-02","Eunpyeong.gu",153763
"2021-02-03","Eunpyeong.gu",138791
"2021-02-04","Eunpyeong.gu",148635
"2021-03-01","Eunpyeong.gu",142777
"2021-03-02","Eunpyeong.gu",147885
"2021-03-03","Eunpyeong.gu",149091
"2021-03-04","Eunpyeong.gu",148755
"2021-04-01","Eunpyeong.gu",148241
"2021-04-02","Eunpyeong.gu",146405
"2021-04-03","Eunpyeong.gu",144370
"2021-04-04","Eunpyeong.gu",147630
"2021-04-05","Eunpyeong.gu",147318
"2021-05-01","Eunpyeong.gu",155711
"2021-05-02","Eunpyeong.gu",146417
"2021-05-03","Eunpyeong.gu",152082
"2021-05-04","Eunpyeong.gu",148835
"2021-06-01","Eunpyeong.gu",148300
"2021-06-02","Eunpyeong.gu",148271
"2021-06-03","Eunpyeong.gu",151182
"2021-06-04","Eunpyeong.gu",154175
"2021-07-01","Eunpyeong.gu",149735
"2021-07-02","Eunpyeong.gu",148034
"2021-07-03","Eunpyeong.gu",136064
"2021-07-04","Eunpyeong.gu",137266
"2021-07-05","Eunpyeong.gu",137787
"2021-08-01","Eunpyeong.gu",134047
"2021-08-02","Eunpyeong.gu",138995
"2021-08-03","Eunpyeong.gu",136092
"2021-08-04","Eunpyeong.gu",139655
"2021-09-01","Eunpyeong.gu",140050
"2021-09-02","Eunpyeong.gu",143596
"2021-09-03","Eunpyeong.gu",151566
"2021-09-04","Eunpyeong.gu",160536
"2021-09-05","Eunpyeong.gu",145074
"2021-10-01","Eunpyeong.gu",139779
"2021-10-02","Eunpyeong.gu",145629
"2021-10-03","Eunpyeong.gu",147765
"2021-10-04","Eunpyeong.gu",153307
"2021-11-01","Eunpyeong.gu",153688
"2021-11-02","Eunpyeong.gu",150195
"2021-11-03","Eunpyeong.gu",152681
"2021-11-04","Eunpyeong.gu",152551
"2021-12-01","Eunpyeong.gu",147802
"2021-12-02","Eunpyeong.gu",143824
"2021-12-03","Eunpyeong.gu",141049
"2021-12-04","Eunpyeong.gu",145639
"2021-12-05","Eunpyeong.gu",150748
"2022-01-01","Eunpyeong.gu",141994
"2022-01-02","Eunpyeong.gu",142086
"2022-01-03","Eunpyeong.gu",142086
"2022-01-04","Eunpyeong.gu",149579
"2022-02-01","Eunpyeong.gu",154726
"2022-02-02","Eunpyeong.gu",137361
"2022-02-03","Eunpyeong.gu",133651
"2022-02-04","Eunpyeong.gu",136182
"2022-03-01","Eunpyeong.gu",135987
"2022-03-02","Eunpyeong.gu",133592
"2022-03-03","Eunpyeong.gu",132998
"2022-03-04","Eunpyeong.gu",137283
"2022-03-05","Eunpyeong.gu",142345
"2022-04-01","Eunpyeong.gu",146135
"2022-04-02","Eunpyeong.gu",145274
"2022-04-03","Eunpyeong.gu",152273
"2022-04-04","Eunpyeong.gu",156218
"2022-05-01","Eunpyeong.gu",169414
"2022-05-02","Eunpyeong.gu",159143
"2022-05-03","Eunpyeong.gu",159628
"2022-05-04","Eunpyeong.gu",160452
"2022-06-01","Eunpyeong.gu",159575
"2022-06-02","Eunpyeong.gu",153740
"2022-06-03","Eunpyeong.gu",157001
"2022-06-04","Eunpyeong.gu",157514
"2022-06-05","Eunpyeong.gu",155929
"2022-07-01","Eunpyeong.gu",158386
"2022-07-02","Eunpyeong.gu",152479
"2022-07-03","Eunpyeong.gu",153995
"2022-07-04","Eunpyeong.gu",153700
"2022-08-01","Eunpyeong.gu",148230
"2022-08-02","Eunpyeong.gu",145202
"2022-08-03","Eunpyeong.gu",150148
"2022-08-04","Eunpyeong.gu",152222
"2022-09-01","Eunpyeong.gu",149600
"2022-09-02","Eunpyeong.gu",176067
"2022-09-03","Eunpyeong.gu",152593
"2022-09-04","Eunpyeong.gu",154055
"2022-09-05","Eunpyeong.gu",148302
"2022-10-01","Eunpyeong.gu",131760
